rp,direction,ground_motion,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8
43,1,1,0.00118427,0.0019071,0.00207561,0.00207973,0.00196226,0.00226161,0.00214018,0.0016777
43,1,2,0.00174021,0.0024471,0.00212679,0.00160309,0.0020883,0.00259334,0.00257964,0.00205792
43,1,3,0.00341397,0.00512929,0.00506106,0.00443397,0.00450667,0.00453047,0.00431815,0.00344943
43,1,4,0.00196378,0.0025939,0.00217285,0.00234212,0.00314283,0.00367254,0.00369815,0.00297157
43,1,5,0.00245734,0.00335765,0.003519,0.00330698,0.00275794,0.00283892,0.00297523,0.00266531
43,1,6,0.00220089,0.00338056,0.00344628,0.00330402,0.00359346,0.00360396,0.0030971,0.002504
43,1,7,0.00166001,0.00241649,0.00248363,0.00234774,0.00230336,0.00217663,0.00187499,0.00139557
43,1,8,0.00269893,0.00404761,0.00395947,0.00350922,0.00316477,0.00318737,0.00255401,0.00198726
43,1,9,0.00356302,0.0054566,0.00548389,0.00496012,0.00462441,0.00434771,0.00368518,0.00276381
43,1,10,0.00335208,0.00499937,0.004839,0.00499052,0.00579433,0.00606234,0.00530039,0.00408973
43,1,11,0.00223934,0.00320021,0.00372962,0.00389517,0.00394998,0.00423935,0.0041293,0.00345758
43,1,12,0.00158055,0.0020747,0.00202237,0.00215261,0.00202135,0.00195158,0.00203708,0.00191346
43,1,13,0.00257725,0.00363135,0.00351901,0.00336324,0.00359766,0.00394828,0.00407547,0.00339634
43,1,14,0.00333342,0.00482563,0.00413006,0.00332355,0.00420713,0.00489675,0.00459758,0.00354295
43,1,15,0.0033049,0.00453046,0.00357452,0.00294882,0.00361854,0.00453751,0.00461011,0.00376443
43,1,16,0.00164905,0.00238646,0.00217649,0.00201391,0.00238958,0.00277312,0.00264253,0.0020921
43,1,17,0.00275594,0.00418405,0.00428386,0.00409054,0.0042086,0.00423778,0.00370905,0.00282991
43,1,18,0.00294282,0.00442448,0.00441323,0.00439863,0.00444663,0.00414461,0.00351709,0.00269505
43,1,19,0.000667848,0.000994881,0.000970303,0.000984659,0.0011694,0.00122084,0.00110735,0.000924804
43,1,20,0.00110558,0.00161055,0.00145391,0.00136888,0.00128224,0.00129832,0.0012245,0.000977995
43,1,21,0.0018712,0.00266391,0.0025485,0.00252421,0.00280135,0.00292346,0.00269173,0.00215759
43,1,22,0.00140781,0.00215565,0.0022427,0.00221809,0.00224567,0.00211686,0.00185441,0.00141049
43,1,23,0.00106297,0.00142425,0.00133199,0.00125172,0.0015945,0.00172872,0.00175556,0.00157587
43,1,24,0.00224373,0.00288393,0.00203639,0.00303467,0.0035093,0.00382751,0.0038298,0.00335977
43,1,25,0.00286851,0.00391569,0.00337526,0.00306552,0.00380136,0.0042053,0.00410535,0.00356999
43,1,26,0.00271651,0.0034326,0.00221519,0.001854,0.00348403,0.00440797,0.00481444,0.00407927
43,1,27,0.00117957,0.00161278,0.00139256,0.00135231,0.00168744,0.00181861,0.00176097,0.00154093
43,1,28,0.00279665,0.00439761,0.00459735,0.00437028,0.00418167,0.00370717,0.00326139,0.00254651
43,1,29,0.00257388,0.00359651,0.00319035,0.00279954,0.00306095,0.00328285,0.00323614,0.00273096
43,1,30,0.00378147,0.00589522,0.00639827,0.00637931,0.00625089,0.00574379,0.00452276,0.00334085
43,1,31,0.0021777,0.00310817,0.00286588,0.00253628,0.00238563,0.00256117,0.00248403,0.00209628
43,1,32,0.00288674,0.00452152,0.0046935,0.00438723,0.00438744,0.00416214,0.00336247,0.00247744
43,1,33,0.00284652,0.00426625,0.0041411,0.00362441,0.00358594,0.00363525,0.00320825,0.00261321
43,1,34,0.00323721,0.00491793,0.00483448,0.00446406,0.00460195,0.00458276,0.00429597,0.00353141
43,1,35,0.00156827,0.00210595,0.00188644,0.00187366,0.0022857,0.00257216,0.00251276,0.00212509
43,1,36,0.00085242,0.00104704,0.00133354,0.00130208,0.00116404,0.00145148,0.00164234,0.00137387
43,1,37,0.0012862,0.00186012,0.0017765,0.00177721,0.00193756,0.00189047,0.00160154,0.00122036
43,1,38,0.00289047,0.00438066,0.00432984,0.0038249,0.00367206,0.00338472,0.00282505,0.0021063
43,1,39,0.00213228,0.00297847,0.00253642,0.00227196,0.00256038,0.00318975,0.00328886,0.00274591
43,1,40,0.00250355,0.00352158,0.00321259,0.00274471,0.00320346,0.00325001,0.00310328,0.00265013
43,1,41,0.00189172,0.00305286,0.00336754,0.003454,0.00352402,0.0033319,0.00299726,0.00256806
43,1,42,0.00272554,0.0042464,0.0043612,0.00402327,0.00364911,0.00327274,0.00267783,0.00195476
43,1,43,0.00132174,0.00177366,0.00156501,0.00193716,0.00187569,0.00156466,0.00184275,0.0015984
43,1,44,0.00260822,0.00325382,0.00236842,0.00183105,0.00302606,0.00448549,0.00502279,0.00423833
43,2,1,0.00118427,0.0019071,0.00207561,0.00207973,0.00196226,0.00226161,0.00214018,0.0016777
43,2,2,0.00174021,0.0024471,0.00212679,0.00160309,0.0020883,0.00259334,0.00257964,0.00205792
43,2,3,0.00341397,0.00512929,0.00506106,0.00443397,0.00450667,0.00453047,0.00431815,0.00344943
43,2,4,0.00196378,0.0025939,0.00217285,0.00234212,0.00314283,0.00367254,0.00369815,0.00297157
43,2,5,0.00245734,0.00335765,0.003519,0.00330698,0.00275794,0.00283892,0.00297523,0.00266531
43,2,6,0.00220089,0.00338056,0.00344628,0.00330402,0.00359346,0.00360396,0.0030971,0.002504
43,2,7,0.00166001,0.00241649,0.00248363,0.00234774,0.00230336,0.00217663,0.00187499,0.00139557
43,2,8,0.00269893,0.00404761,0.00395947,0.00350922,0.00316477,0.00318737,0.00255401,0.00198726
43,2,9,0.00356302,0.0054566,0.00548389,0.00496012,0.00462441,0.00434771,0.00368518,0.00276381
43,2,10,0.00335208,0.00499937,0.004839,0.00499052,0.00579433,0.00606234,0.00530039,0.00408973
43,2,11,0.00223934,0.00320021,0.00372962,0.00389517,0.00394998,0.00423935,0.0041293,0.00345758
43,2,12,0.00158055,0.0020747,0.00202237,0.00215261,0.00202135,0.00195158,0.00203708,0.00191346
43,2,13,0.00257725,0.00363135,0.00351901,0.00336324,0.00359766,0.00394828,0.00407547,0.00339634
43,2,14,0.00333342,0.00482563,0.00413006,0.00332355,0.00420713,0.00489675,0.00459758,0.00354295
43,2,15,0.0033049,0.00453046,0.00357452,0.00294882,0.00361854,0.00453751,0.00461011,0.00376443
43,2,16,0.00164905,0.00238646,0.00217649,0.00201391,0.00238958,0.00277312,0.00264253,0.0020921
43,2,17,0.00275594,0.00418405,0.00428386,0.00409054,0.0042086,0.00423778,0.00370905,0.00282991
43,2,18,0.00294282,0.00442448,0.00441323,0.00439863,0.00444663,0.00414461,0.00351709,0.00269505
43,2,19,0.000667848,0.000994881,0.000970303,0.000984659,0.0011694,0.00122084,0.00110735,0.000924804
43,2,20,0.00110558,0.00161055,0.00145391,0.00136888,0.00128224,0.00129832,0.0012245,0.000977995
43,2,21,0.0018712,0.00266391,0.0025485,0.00252421,0.00280135,0.00292346,0.00269173,0.00215759
43,2,22,0.00140781,0.00215565,0.0022427,0.00221809,0.00224567,0.00211686,0.00185441,0.00141049
43,2,23,0.00106297,0.00142425,0.00133199,0.00125172,0.0015945,0.00172872,0.00175556,0.00157587
43,2,24,0.00224373,0.00288393,0.00203639,0.00303467,0.0035093,0.00382751,0.0038298,0.00335977
43,2,25,0.00286851,0.00391569,0.00337526,0.00306552,0.00380136,0.0042053,0.00410535,0.00356999
43,2,26,0.00271651,0.0034326,0.00221519,0.001854,0.00348403,0.00440797,0.00481444,0.00407927
