sa,rp,direction,gm,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9
0.063,43,1,1,0.198691408676996,0.25360203626943,0.205630191709845,0.157256834196891,0.251092113989637,0.178334082901554,0.174019305699482,0.134929010362705,0.297182699481865
0.063,43,1,2,0.0770547002751867,0.163062445595848,0.132717129533682,0.134809839378238,0.152258725388601,0.177741528497409,0.182834792746114,0.16826925388601,0.1865645492228
0.063,43,1,3,0.0339763254257249,0.252333665803109,0.24795532642487,0.236834,0.223653093264249,0.212418119170984,0.207860088082902,0.210825113989637,0.216184958549223
0.063,43,1,4,0.0339099658688711,0.184815797927461,0.196061466321244,0.181373642487047,0.157288502590674,0.161991404145078,0.176685528497408,0.174777497409324,0.203717264248705
0.063,43,1,5,0.144722569709297,0.306385145077718,0.293186647668394,0.297054740932643,0.28650503626943,0.241590518134717,0.245397031088081,0.315865165803109,0.400881098445597
0.063,43,1,6,0.0811625177648449,0.45945892746114,0.464936362694301,0.457714756476684,0.433479404145077,0.382257538860103,0.327105922279792,0.291495103626943,0.281033544041449
0.063,43,1,7,0.052312429814653,0.54686168911917,0.510342181347148,0.486280782383418,0.488987694300518,0.513489248704664,0.526864378238343,0.510016191709845,0.52692167357513
0.063,43,1,8,0.0901194593689023,0.437738968911917,0.408966430051813,0.396771352331606,0.382284823834197,0.371569797927461,0.368149849740933,0.403562621761656,0.442316248704661
0.063,43,1,9,0.206972650554057,0.374330538860104,0.375659279792742,0.304301911917095,0.373637559585496,0.415712481865285,0.514586077720207,0.495996829015544,0.450981932642484
0.063,43,1,10,0.0646936424237898,0.301578518134715,0.273788808290154,0.243856450777201,0.249092497409326,0.299754937823834,0.287018663212435,0.306001139896373,0.371667010362694
0.063,43,1,11,0.16580185615362,0.520403756476684,0.47426878238342,0.412885466321244,0.448962823834197,0.466101943005181,0.451159533678744,0.462494248704646,0.444207481865285
0.063,43,1,12,0.0699541635699927,0.450590269430047,0.438110854922278,0.454786720207249,0.465857445595848,0.41852902590673,0.408659590673576,0.44305280310881,0.456966336787561
0.063,43,1,13,0.0708799790333602,0.269560108808288,0.244481647668394,0.22485325388601,0.215749393782383,0.204161051813471,0.242689538860104,0.247040056994819,0.216282538860104
0.063,43,1,14,0.0532451947584632,0.205570937823834,0.20367392746114,0.186067124352332,0.196047207253887,0.201391409326425,0.202043134715025,0.20230514507772,0.246454994818653
0.063,43,1,15,0.132317109343783,0.509767264248705,0.458352,0.396225056994819,0.362451461139896,0.37701467357513,0.411976590673575,0.442890580310881,0.471662896373058
0.063,43,1,16,0.0915309892678788,0.318684492227979,0.285146150259067,0.240335523316062,0.256302704663212,0.274484569948187,0.317915637305706,0.348991725388607,0.339549834196901
0.063,43,1,17,0.0758075327177967,0.300185196891192,0.283397756476684,0.255205968911917,0.225321772020726,0.216735243523315,0.23013519689119,0.215553072538858,0.220449880829015
0.063,43,1,18,0.14086432409923,0.49357088601036,0.501984875647664,0.428787984455954,0.345556914507769,0.289682611398962,0.302748740932643,0.348750673575129,0.451525165803109
0.063,43,1,19,0.0798865964525887,0.155965000000013,0.149589632124352,0.140584409326422,0.116788590673568,0.117404829015544,0.113712740932644,0.152173269430052,0.178976678756477
0.063,43,1,20,0.07158378921498,0.174569341968921,0.18444632642487,0.193538668393779,0.181750875647663,0.147878979274626,0.118103751295349,0.154023875647666,0.187490689119179
0.063,43,1,21,0.0493731629902233,0.321754533678757,0.330513341968912,0.308036538860104,0.285145347150259,0.248081992227979,0.220055310880829,0.239412362694301,0.268476575129534
0.063,43,1,22,0.0563044186422779,0.350754041450777,0.365940207253885,0.361250367875648,0.33407085492228,0.290494196891192,0.285130186528497,0.322883683937824,0.372213139896373
0.063,43,1,23,0.188835903720947,0.405677808290192,0.373424492228026,0.363205601036286,0.337576347150261,0.244969870466331,0.293675875647683,0.358267326424889,0.391890124352355
0.063,43,1,24,0.185289764175207,0.474012321243551,0.44016338341972,0.395029704663245,0.314876077720247,0.250008538860146,0.265271751295382,0.269888538860104,0.350294896373057
0.063,43,1,25,0.0566926889449587,0.423019948186527,0.401537538860103,0.396173808290155,0.398804637305699,0.423378404145077,0.44424679792746,0.442520709844559,0.42959279015544
0.063,43,1,26,0.17678040070646,0.343630476683935,0.309889823834196,0.286218854922276,0.30213548704663,0.309003181347148,0.315281093264247,0.298558813471501,0.354116896373057
0.063,43,1,27,0.157892459797638,0.434166575129534,0.383309834196891,0.334520870466321,0.329982119170985,0.376842222797928,0.40989818134715,0.44159403626943,0.467833932642487
