rp,direction,ground_motion,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12
43,1,1,0.00023327,0.000411625,0.000530318,0.00067115,0.000752818,0.000811135,0.000862126,0.000892186,0.000910825,0.000926381,0.000926971,0.000920862
43,1,2,0.000247989,0.000409954,0.000583196,0.000805793,0.000822135,0.000865579,0.000915471,0.000948614,0.000968905,0.000986617,0.000988507,0.00098258
43,1,3,0.000184005,0.000388107,0.000512632,0.000882803,0.00083481,0.000831586,0.000873721,0.00090063,0.000916882,0.000930439,0.000931112,0.00092602
43,1,4,0.000400786,0.000640113,0.000687349,0.000874513,0.00104223,0.00107064,0.00112752,0.00116138,0.00118211,0.0011998,0.00120197,0.00119599
43,1,5,0.000348337,0.000434731,0.000461924,0.000553969,0.000632495,0.000674099,0.000738394,0.000752795,0.000766418,0.000778358,0.000778908,0.000774354
43,1,6,0.000321174,0.000365557,0.000421712,0.00047645,0.000525302,0.00056316,0.000597628,0.000620544,0.00063443,0.000646599,0.000649496,0.000645425
43,1,7,0.000218611,0.000178724,0.000216116,0.000257998,0.000292781,0.000320155,0.000345218,0.00036132,0.000371394,0.000379623,0.000379622,0.000376437
43,1,8,0.000436841,0.000355261,0.000420841,0.000487704,0.000542647,0.000585754,0.000623003,0.000648629,0.000665657,0.000679889,0.000680839,0.000676148
43,1,9,0.000208482,0.000398623,0.000402359,0.000463003,0.000514417,0.000552267,0.000587189,0.000610992,0.000625985,0.000640309,0.000641281,0.000636943
43,1,10,0.000382182,0.000566915,0.000604282,0.000825125,0.000831868,0.000880888,0.000951007,0.000986827,0.00100498,0.00102126,0.00102364,0.00101819
43,1,11,0.000254624,0.000203474,0.000244669,0.000287771,0.000324254,0.000353426,0.000379929,0.000396363,0.000405825,0.000414085,0.000414652,0.000411287
43,1,12,0.000250403,0.000277225,0.00032551,0.000383654,0.000462308,0.000495628,0.000528746,0.000551887,0.000567938,0.000582005,0.000584283,0.00058202
43,1,13,0.00030201,0.000362371,0.00043784,0.000503103,0.000572516,0.000601877,0.000633995,0.000653804,0.000666105,0.000676149,0.000676583,0.000672798
43,1,14,0.000415401,0.00070871,0.000789383,0.000806471,0.00106341,0.00110112,0.00121345,0.00120144,0.00121933,0.00123434,0.00123513,0.00122947
43,1,15,0.000146811,0.000226137,0.000274707,0.000317702,0.000350862,0.00037809,0.00040391,0.000418768,0.000426279,0.000432709,0.000433324,0.000430385
43,1,16,0.00015127,0.000189014,0.000238287,0.000282913,0.000318003,0.000345109,0.000369161,0.00038296,0.000393468,0.000402488,0.000403203,0.000399702
43,1,17,7.23812e-05,0.000125206,0.000165193,0.000206708,0.00024052,0.00026708,0.000291238,0.000306217,0.000315034,0.000321954,0.000321509,0.000318358
43,1,18,0.000136662,0.000194954,0.000237732,0.000290768,0.000334449,0.000365778,0.000394833,0.000413585,0.000425611,0.000435479,0.000435736,0.000432079
43,1,19,3.61301e-05,6.85366e-05,9.4021e-05,0.000120285,0.000141679,0.000158872,0.000175165,0.000185876,0.000192642,0.000198319,0.00019864,0.000196491
43,1,20,2.52926e-05,4.81717e-05,6.63384e-05,8.5122e-05,0.000100508,0.000113087,0.000125328,0.000133794,0.000139399,0.000144227,0.000144803,0.000143147
43,1,21,7.84626e-05,0.00014156,0.000178395,0.000216073,0.000247667,0.000273219,0.000297219,0.000313185,0.000323354,0.000332032,0.000332855,0.000329879
43,1,22,0.000122907,0.000204608,0.000245596,0.000286238,0.000318805,0.000343779,0.000366415,0.000381753,0.00039156,0.000399762,0.000399975,0.000396666
43,1,23,0.00015463,0.000262259,0.000314576,0.000378324,0.000425205,0.000459065,0.000490676,0.00051106,0.000524253,0.00053357,0.000532554,0.000529338
43,1,24,0.000370541,0.000698027,0.000869662,0.00121366,0.00154415,0.00150471,0.00178333,0.00171962,0.00173906,0.00175813,0.00175934,0.00175238
43,1,25,0.000495088,0.000485008,0.000584631,0.000749133,0.000910973,0.000963205,0.0012696,0.001131,0.00115084,0.00116797,0.00116989,0.00116369
43,1,26,0.000288785,0.000490828,0.000596186,0.000752938,0.000837672,0.000897793,0.00104269,0.00100144,0.00101966,0.0010352,0.00103607,0.00103062
43,1,27,0.000180697,0.000351917,0.00038287,0.000603807,0.000546787,0.000583404,0.00062376,0.000643432,0.000656851,0.00066821,0.000668784,0.000664397
43,1,28,0.00015469,0.000195565,0.000234793,0.000272605,0.00029857,0.000317173,0.000338848,0.00035475,0.000367265,0.000378446,0.000378042,0.000374931
43,1,29,8.43683e-05,0.000131254,0.000166244,0.000200399,0.000233775,0.000262799,0.000289983,0.000308991,0.000321448,0.000332129,0.000333328,0.000329696
43,1,30,0.000168715,0.000249686,0.000289525,0.00035661,0.000383394,0.00041164,0.000444636,0.000467238,0.000491168,0.000512192,0.000516412,0.000510838
43,1,31,7.69992e-05,0.000132253,0.000171865,0.000212604,0.000244383,0.000268516,0.00029021,0.000302301,0.000309139,0.000318314,0.000319734,0.000316565
43,1,32,8.66588e-05,0.000166225,0.000218132,0.000260312,0.000294731,0.00032194,0.000347075,0.000363097,0.000372552,0.00038225,0.000383783,0.000380871
43,1,33,0.00022359,0.000356161,0.000406931,0.00046637,0.000513669,0.000551405,0.000586636,0.000609756,0.000624566,0.000637082,0.000638043,0.000633667
43,1,34,0.000244978,0.000241366,0.000360855,0.000358987,0.000392257,0.000417575,0.000440825,0.000455482,0.000465918,0.000475608,0.000477515,0.000474644
43,1,35,0.000153348,0.000198565,0.000244898,0.000291425,0.000322864,0.000346791,0.000368769,0.000381234,0.000390731,0.000398753,0.000399308,0.000395834
43,1,36,0.00026918,0.000424393,0.000504895,0.000627123,0.000716405,0.000761062,0.000822982,0.00084315,0.00085958,0.000872873,0.000873059,0.000867759
43,1,37,2.83326e-05,5.31909e-05,7.39409e-05,9.61072e-05,0.000115074,0.000130842,0.000146471,0.000157332,0.000164477,0.000170572,0.000171336,0.000169332
43,1,38,6.38451e-05,0.000115846,0.00014998,0.000187597,0.000219297,0.000246171,0.000272896,0.000291776,0.000303982,0.00031456,0.000315481,0.000311731
43,1,39,0.000408552,0.000509,0.000594511,0.000695383,0.000837173,0.000856303,0.000912003,0.000936604,0.000955273,0.000971835,0.0009731,0.000968018
43,1,40,0.000213248,0.000298971,0.000319488,0.000373868,0.000436697,0.000475341,0.000511222,0.000536038,0.000552092,0.000566076,0.000567415,0.00056275
43,1,41,0.000179904,0.000220888,0.000265609,0.000306546,0.000337535,0.000365247,0.000393633,0.000412137,0.000421986,0.000429923,0.00043066,0.000427652
43,1,42,0.00016975,0.000231152,0.00027703,0.000409342,0.000435736,0.000468152,0.000498711,0.000519358,0.000532573,0.000543755,0.000544764,0.000540913
43,1,43,0.000172172,0.000315536,0.000340864,0.000395864,0.000427739,0.000453082,0.00048276,0.000501167,0.000513249,0.000524446,0.000525546,0.000521935
43,1,44,0.000522161,0.000793788,0.00078096,0.00108034,0.00124552,0.001275,0.00139179,0.00146919,0.00146595,0.00148553,0.00148742,0.00148057
43,2,1,0.00023327,0.000411625,0.000530318,0.00067115,0.000752818,0.000811135,0.000862126,0.000892186,0.000910825,0.000926381,0.000926971,0.000920862
43,2,2,0.000247989,0.000409954,0.000583196,0.000805793,0.000822135,0.000865579,0.000915471,0.000948614,0.000968905,0.000986617,0.000988507,0.00098258
43,2,3,0.000184005,0.000388107,0.000512632,0.000882803,0.00083481,0.000831586,0.000873721,0.00090063,0.000916882,0.000930439,0.000931112,0.00092602
43,2,4,0.000400786,0.000640113,0.000687349,0.000874513,0.00104223,0.00107064,0.00112752,0.00116138,0.00118211,0.0011998,0.00120197,0.00119599
43,2,5,0.000348337,0.000434731,0.000461924,0.000553969,0.000632495,0.000674099,0.000738394,0.000752795,0.000766418,0.000778358,0.000778908,0.000774354
43,2,6,0.000321174,0.000365557,0.000421712,0.00047645,0.000525302,0.00056316,0.000597628,0.000620544,0.00063443,0.000646599,0.000649496,0.000645425
43,2,7,0.000218611,0.000178724,0.000216116,0.000257998,0.000292781,0.000320155,0.000345218,0.00036132,0.000371394,0.000379623,0.000379622,0.000376437
43,2,8,0.000436841,0.000355261,0.000420841,0.000487704,0.000542647,0.000585754,0.000623003,0.000648629,0.000665657,0.000679889,0.000680839,0.000676148
43,2,9,0.000208482,0.000398623,0.000402359,0.000463003,0.000514417,0.000552267,0.000587189,0.000610992,0.000625985,0.000640309,0.000641281,0.000636943
43,2,10,0.000382182,0.000566915,0.000604282,0.000825125,0.000831868,0.000880888,0.000951007,0.000986827,0.00100498,0.00102126,0.00102364,0.00101819
43,2,11,0.000254624,0.000203474,0.000244669,0.000287771,0.000324254,0.000353426,0.000379929,0.000396363,0.000405825,0.000414085,0.000414652,0.000411287
43,2,12,0.000250403,0.000277225,0.00032551,0.000383654,0.000462308,0.000495628,0.000528746,0.000551887,0.000567938,0.000582005,0.000584283,0.00058202
43,2,13,0.00030201,0.000362371,0.00043784,0.000503103,0.000572516,0.000601877,0.000633995,0.000653804,0.000666105,0.000676149,0.000676583,0.000672798
