sa,rp,direction,gm,story_1,story_2,story_3,story_4
0.149,43,1,1,0.00168565555555556,0.00175109615384615,0.00168454487179487,0.00151476282051282
0.149,43,1,2,0.00124802777777778,0.00166170512820513,0.00137621153846154,0.000884698717948718
0.149,43,1,3,0.00169982222222222,0.00206696794871795,0.00149826923076923,0.000898865384615385
0.149,43,1,4,0.00168796111111111,0.00199589743589744,0.0015261858974359,0.00103955128205128
0.149,43,1,5,0.00145599444444444,0.00188178846153846,0.00185285897435897,0.00135964743589744
0.149,43,1,6,0.00146183888888889,0.00185687820512821,0.00145861538461538,0.000922775641025641
0.149,43,1,7,0.00136976666666667,0.00179371153846154,0.00147776923076923,0.000946141025641026
0.149,43,1,8,0.00156503333333333,0.00201312820512821,0.00156394230769231,0.000972570512820513
0.149,43,1,9,0.00158464444444444,0.00192420512820513,0.00163778846153846,0.00122498076923077
0.149,43,1,10,0.00143581666666667,0.00162312820512821,0.00150119871794872,0.00109473076923077
0.149,43,1,11,0.00162601111111111,0.00192992948717949,0.00167492948717949,0.00119579487179487
0.149,43,1,12,0.00131342777777778,0.00176121794871795,0.00169680769230769,0.00129920512820513
0.149,43,1,13,0.00156531666666667,0.00197077564102564,0.00158244871794872,0.00106003846153846
0.149,43,1,14,0.00137618888888889,0.00183666025641026,0.00151022435897436,0.0010744358974359
0.149,43,1,15,0.00135508888888889,0.00185575,0.00159838461538462,0.00107954487179487
0.149,43,1,16,0.00166944444444444,0.00219169871794872,0.0016958141025641,0.00107199358974359
0.149,43,1,17,0.00144772222222222,0.00179708974358974,0.00139940384615385,0.000891935897435897
0.149,43,1,18,0.00138175555555556,0.00160857692307692,0.00139899358974359,0.000920666666666667
0.149,43,1,19,0.00174476666666667,0.0021865,0.00183572435897436,0.00119845512820513
0.149,43,1,20,0.00161696111111111,0.00195603205128205,0.00148312179487179,0.00093775641025641
0.149,43,1,21,0.0016773,0.00213327564102564,0.0016081217948718,0.000975692307692307
0.149,43,1,22,0.00140843333333333,0.00181628846153846,0.00143439743589744,0.00091375
0.149,43,1,23,0.00146425555555556,0.00182730769230769,0.00144492307692308,0.00094175
0.149,43,1,24,0.00138805555555556,0.00177607051282051,0.0014224358974359,0.000888205128205128
0.149,43,1,25,0.0016802,0.00202948717948718,0.00206704487179487,0.00157057692307692
0.149,43,1,26,0.00154891666666667,0.00187287820512821,0.00148451282051282,0.00112529487179487
0.149,43,1,27,0.00120662777777778,0.00156384615384615,0.00146057692307692,0.0010986858974359
0.149,43,1,28,0.00162844444444444,0.00217829487179487,0.00173003205128205,0.00108166025641026
0.149,43,1,29,0.00161207222222222,0.00211462820512821,0.00166594871794872,0.00103415384615385
0.149,43,1,30,0.00168675555555556,0.00209190384615385,0.00155775,0.000969532051282051
0.149,43,1,31,0.00153432222222222,0.00194923076923077,0.00149708974358974,0.000942301282051282
0.149,43,1,32,0.00130556666666667,0.00167371153846154,0.00136157692307692,0.000873935897435898
0.149,43,1,33,0.00142047222222222,0.00175916666666667,0.00131277564102564,0.000872307692307692
0.149,43,1,34,0.00135450555555556,0.00167212179487179,0.0013134358974359,0.000852083333333333
0.149,43,1,35,0.00142433888888889,0.00190378846153846,0.00153720512820513,0.00098175641025641
0.149,43,1,36,0.00134333333333333,0.00171330128205128,0.00132744871794872,0.000820128205128205
0.149,43,1,37,0.00161711111111111,0.00216719230769231,0.00188369230769231,0.00131609615384615
0.149,43,1,38,0.00132348333333333,0.00184174358974359,0.00164727564102564,0.00114528205128205
0.149,43,1,39,0.00143685555555556,0.00192459615384615,0.00160110256410256,0.00105278205128205
0.149,43,1,40,0.00165353888888889,0.00203108333333333,0.00152955128205128,0.000950333333333333
0.149,43,1,41,0.00167108333333333,0.00210172435897436,0.00159113461538462,0.000967
0.149,43,1,42,0.00141015555555556,0.00182000641025641,0.00143808333333333,0.000900365384615384
0.149,43,1,43,0.00137632777777778,0.00184698717948718,0.00154339102564103,0.000991801282051282
