rp,direction,ground_motion,story_1,story_2,story_3,story_4,story_5,story_6,story_7,story_8,story_9,story_10,story_11,story_12,story_13,story_14,story_15,story_16,story_17,story_18,story_19,story_20
43,1,1,0.000187467,0.000377738,0.000496629,0.000582484,0.000679133,0.000744463,0.000793391,0.000842822,0.000908078,0.000960137,0.0010159,0.00110866,0.00126063,0.00139701,0.00149699,0.00156725,0.00160675,0.00162868,0.00163756,0.00163619
43,1,2,0.000170214,0.000320505,0.000451255,0.000560947,0.000678958,0.000752504,0.000814778,0.000859087,0.000897271,0.000922085,0.00095267,0.00101819,0.00113022,0.00123094,0.0013048,0.00136098,0.00139344,0.00141164,0.00141909,0.00141796
43,1,3,0.000427975,0.000639748,0.000814941,0.0009812,0.0010905,0.00117055,0.00125661,0.00130481,0.00136098,0.00140197,0.0014321,0.00156917,0.00174295,0.00188721,0.00198555,0.00205234,0.00208962,0.00210998,0.00211797,0.00211648
43,1,4,0.000180349,0.000366914,0.000475587,0.000531163,0.000583104,0.000607841,0.000639237,0.000663582,0.000678972,0.000680114,0.000773948,0.000901881,0.00105116,0.00117555,0.00125762,0.00131995,0.00136008,0.001382,0.00139154,0.00139048
43,1,5,0.000173517,0.000349027,0.000482691,0.000582872,0.000701823,0.000806475,0.000912635,0.00101421,0.00114522,0.00123162,0.00129499,0.00134613,0.00140092,0.00148874,0.00157261,0.00164666,0.00167796,0.00169637,0.00170422,0.0017033
43,1,6,9.56224e-05,0.000219774,0.000315621,0.000393414,0.000523277,0.000654939,0.000727156,0.000786887,0.000847502,0.000913344,0.000961371,0.00100891,0.0010931,0.00114984,0.00118723,0.00121586,0.00123183,0.00124045,0.00124374,0.00124301
43,1,7,7.81534e-05,0.000212657,0.000312585,0.000395413,0.000484044,0.000583064,0.000693165,0.000762048,0.000830451,0.000891773,0.000943709,0.000993901,0.00104213,0.00108094,0.00111062,0.00113358,0.00114561,0.00115157,0.00115351,0.00115276
43,1,8,0.000343611,0.000741726,0.000907498,0.00105826,0.0011471,0.00121398,0.00126129,0.0012468,0.00124905,0.00135906,0.00173197,0.00198547,0.00218623,0.00234001,0.00252371,0.00263696,0.00267461,0.00269011,0.00269805,0.00269682
43,1,9,0.000163686,0.000382472,0.000548382,0.000671189,0.000817667,0.00100954,0.00111474,0.00122953,0.00135307,0.00144724,0.00154181,0.0016175,0.00173702,0.00181789,0.00181461,0.00183715,0.00185078,0.0018585,0.00186142,0.00186058
43,1,10,0.000289792,0.000645321,0.000822305,0.000958983,0.00115163,0.00130232,0.00144184,0.00161958,0.00173525,0.00185633,0.00200879,0.00212275,0.00226803,0.002416,0.00256208,0.00265932,0.00275351,0.00273778,0.00274616,0.00274491
43,1,11,0.000213576,0.000478708,0.000762275,0.000888952,0.00106174,0.00126794,0.00138611,0.00152657,0.00165529,0.00178118,0.00187216,0.00194413,0.00203205,0.00210159,0.0021565,0.00220493,0.00221959,0.0022284,0.00223156,0.00223064
43,1,12,0.000103509,0.000237934,0.000329327,0.000402189,0.000509232,0.000584762,0.000653161,0.000710637,0.000771867,0.000826676,0.000863916,0.000897958,0.000940789,0.00100497,0.0010585,0.00109864,0.00112178,0.00113472,0.00113985,0.00113888
43,1,13,0.000301335,0.000728765,0.000807627,0.000914548,0.00111837,0.00122449,0.00129943,0.00136295,0.00145312,0.00155275,0.00157607,0.00167292,0.00192701,0.0022682,0.00248112,0.00285493,0.00325251,0.00328251,0.00329442,0.00329292
43,1,14,0.000270418,0.000611677,0.000786065,0.000890629,0.00108424,0.00115212,0.00122367,0.0013013,0.00134695,0.00136674,0.00147682,0.00158174,0.00172333,0.00192969,0.00206804,0.00217799,0.00224217,0.00226896,0.00228039,0.00227911
43,1,15,0.000146572,0.000365342,0.000486219,0.000579025,0.000763582,0.000919638,0.00105395,0.00115373,0.00129454,0.0013844,0.00145518,0.00153232,0.00163812,0.00172778,0.00179254,0.00184182,0.00186938,0.0018841,0.00188986,0.00188872
43,1,16,0.000105578,0.000235375,0.000318706,0.000386034,0.000454964,0.000510414,0.000554787,0.000601609,0.000670093,0.000787509,0.000902571,0.0010037,0.00111369,0.00119583,0.00125798,0.00130398,0.00132932,0.0013427,0.00134776,0.00134635
43,1,17,0.000154057,0.000468762,0.000571424,0.000695082,0.000837609,0.000943008,0.00110229,0.00120633,0.00127587,0.00133942,0.00138171,0.00141868,0.00151695,0.00159681,0.00164381,0.00167949,0.00169934,0.00170997,0.00171403,0.00171314
