inner_bay,id,trib_wt_1,trib_wt_2,trib_seismic_wt_1,trib_seismic_wt_2,ele_id,direction,story,type,node_1,node_2,node_3,node_4,dead_load_1,live_load_1,dead_load_2,live_load_2,seismic_wt_1,seismic_wt_2,elastic,e,iz,Mn_pos_1,Mn_neg_1,Mp_pos_1,Mp_neg_1,a_hinge_1,b_hinge_1,c_hinge_1,critical_mode_1,Mn_pos_2,Mn_neg_2,Mp_pos_2,Mp_neg_2,a_hinge_2,b_hinge_2,c_hinge_2,critical_mode_2,dead_load,live_load,length,rigid
0,1,0,0,0,0.0291666666666667,1101,x,1,column,6197,6198,0,0,0,0,0,0,0,19950,0,4768962.15124423,129654,24844412.2272059,24844412.2272059,29545697.5884676,29545697.5884676,0.0795349144888157,0.179534914488816,0.2,flexure,24844412.2272059,24844412.2272059,29545697.5884676,29545697.5884676,0.0795349144888157,0.179534914488816,0.2,flexure,0,0,138,0
0,2,0.1375,0.1375,0.1375,0.1375,2101,x,1,beam,6199,6200,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,110227.25862069,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,28875,10725,198,0
1,3,0,0,0,0.0583333333333333,1201,x,1,column,6201,6202,0,0,0,0,0,0,0,39900,0,4768962.15124423,129654,27911163.7025751,27911163.7025751,33116248.1536801,33116248.1536801,0.0766999909495239,0.176699990949524,0.2,flexure,27911163.7025751,27911163.7025751,33116248.1536801,33116248.1536801,0.0766999909495239,0.176699990949524,0.2,flexure,0,0,138,0
1,4,0.1375,0.1375,0.1375,0.1375,2101,x,1,beam,6203,6204,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,110227.25862069,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,28875,10725,198,0
1,5,0,0,0,0.0583333333333333,1201,x,1,column,6205,6206,0,0,0,0,0,0,0,39900,0,4768962.15124423,129654,27911163.7025751,27911163.7025751,33116248.1536801,33116248.1536801,0.0766999909495239,0.176699990949524,0.2,flexure,27911163.7025751,27911163.7025751,33116248.1536801,33116248.1536801,0.0766999909495239,0.176699990949524,0.2,flexure,0,0,138,0
0,6,0.1375,0.1375,0.1375,0.1375,2101,x,1,beam,6207,6208,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,110227.25862069,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,28875,10725,198,0
0,7,0,0,0,0.0291666666666667,1101,x,1,column,6209,6210,0,0,0,0,0,0,0,19950,0,4768962.15124423,129654,24844412.2272059,24844412.2272059,29545697.5884676,29545697.5884676,0.0795349144888157,0.179534914488816,0.2,flexure,24844412.2272059,24844412.2272059,29545697.5884676,29545697.5884676,0.0795349144888157,0.179534914488816,0.2,flexure,0,0,138,0
0,8,0,0,0,0.0291666666666667,1102,x,2,column,6211,6212,0,0,0,0,0,0,0,19950,0,4030508.65276332,129654,23949143.0438839,23949143.0438839,28819377.2944515,28819377.2944515,0.0755703761760364,0.175570376176036,0.2,flexure,23949143.0438839,23949143.0438839,28819377.2944515,28819377.2944515,0.0755703761760364,0.175570376176036,0.2,flexure,0,0,114,0
0,9,0.1375,0.1375,0.1375,0.1375,2102,x,2,beam,6213,6214,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,110227.25862069,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,28875,10725,198,0
1,10,0,0,0,0.0583333333333333,1202,x,2,column,6215,6216,0,0,0,0,0,0,0,39900,0,4768962.15124423,129654,27150827.1674852,27150827.1674852,32232169.9832382,32232169.9832382,0.0773786791170095,0.17737867911701,0.2,flexure,27150827.1674852,27150827.1674852,32232169.9832382,32232169.9832382,0.0773786791170095,0.17737867911701,0.2,flexure,0,0,114,0
1,11,0.1375,0.1375,0.1375,0.1375,2102,x,2,beam,6217,6218,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,110227.25862069,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,28875,10725,198,0
1,12,0,0,0,0.0583333333333333,1202,x,2,column,6219,6220,0,0,0,0,0,0,0,39900,0,4768962.15124423,129654,27150827.1674852,27150827.1674852,32232169.9832382,32232169.9832382,0.0773786791170095,0.17737867911701,0.2,flexure,27150827.1674852,27150827.1674852,32232169.9832382,32232169.9832382,0.0773786791170095,0.17737867911701,0.2,flexure,0,0,114,0
0,13,0.1375,0.1375,0.1375,0.1375,2102,x,2,beam,6221,6222,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,110227.25862069,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,28875,10725,198,0
0,14,0,0,0,0.0291666666666667,1102,x,2,column,6223,6224,0,0,0,0,0,0,0,19950,0,4030508.65276332,129654,23949143.0438839,23949143.0438839,28819377.2944515,28819377.2944515,0.0755703761760364,0.175570376176036,0.2,flexure,23949143.0438839,23949143.0438839,28819377.2944515,28819377.2944515,0.0755703761760364,0.175570376176036,0.2,flexure,0,0,114,0
0,15,0,0,0,0.0291666666666667,1103,x,3,column,6225,6226,0,0,0,0,0,0,0,19950,0,4030508.65276332,129654,23481466.0592062,23481466.0592062,28271003.3370447,28271003.3370447,0.076178644960884,0.176178644960884,0.2,flexure,23481466.0592062,23481466.0592062,28271003.3370447,28271003.3370447,0.076178644960884,0.176178644960884,0.2,flexure,0,0,114,0
0,16,0.1375,0.1375,0.1375,0.1375,2103,x,3,beam,6227,6228,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,110227.25862069,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,28875,10725,198,0
1,17,0,0,0,0.0583333333333333,1203,x,3,column,6229,6230,0,0,0,0,0,0,0,39900,0,4768962.15124423,129654,26436056.8355979,26436056.8355979,31401214.9417918,31401214.9417918,0.078063372730167,0.178063372730167,0.2,flexure,26436056.8355979,26436056.8355979,31401214.9417918,31401214.9417918,0.078063372730167,0.178063372730167,0.2,flexure,0,0,114,0
1,18,0.1375,0.1375,0.1375,0.1375,2103,x,3,beam,6231,6232,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,110227.25862069,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,28875,10725,198,0
1,19,0,0,0,0.0583333333333333,1203,x,3,column,6233,6234,0,0,0,0,0,0,0,39900,0,4768962.15124423,129654,26436056.8355979,26436056.8355979,31401214.9417918,31401214.9417918,0.078063372730167,0.178063372730167,0.2,flexure,26436056.8355979,26436056.8355979,31401214.9417918,31401214.9417918,0.078063372730167,0.178063372730167,0.2,flexure,0,0,114,0
0,20,0.1375,0.1375,0.1375,0.1375,2103,x,3,beam,6235,6236,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,110227.25862069,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,28875,10725,198,0
0,21,0,0,0,0.0291666666666667,1103,x,3,column,6237,6238,0,0,0,0,0,0,0,19950,0,4030508.65276332,129654,23481466.0592062,23481466.0592062,28271003.3370447,28271003.3370447,0.076178644960884,0.176178644960884,0.2,flexure,23481466.0592062,23481466.0592062,28271003.3370447,28271003.3370447,0.076178644960884,0.176178644960884,0.2,flexure,0,0,114,0
0,22,0,0,0,0.0291666666666667,1104,x,4,column,6239,6240,0,0,0,0,0,0,0,19950,0,4030508.65276332,129654,23002609.1784375,23002609.1784375,27708595.499382,27708595.499382,0.0767918097239355,0.176791809723935,0.2,flexure,23002609.1784375,23002609.1784375,27708595.499382,27708595.499382,0.0767918097239355,0.176791809723935,0.2,flexure,0,0,114,0
0,23,0.1375,0.1375,0.1375,0.1375,2104,x,4,beam,6241,6242,0,0,14437.5,5362.5,14437.5,5362.5,94050,94050,0,4030508.65276332,110227.25862069,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,11482591.1396086,17757201.9632363,13893740.8664515,21485913.7272092,0.0527670703609549,0.152767070360955,0.2,flexure,28875,10725,198,0
1,24,0,0,0,0.0583333333333333,1204,x,4,column,6243,6244,0,0,0,0,0,0,0,39900,0,4768962.15124423,129654,25668879.0677656,25668879.0677656,30507033.1426908,30507033.1426908,0.0787541249288322,0.178754124928832,0.2,flexure,25668879.0677656,25668879.0677656,30507033.1426908,30507033.1426908,0.0787541249288322,0.178754124928832,0.2,flexure,0,0,114,0
