rp,direction,ground_motion,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9,floor_10,floor_11,floor_12,floor_13
43,1,median,0.121981984893215,0.135052487864007,0.148122990834798,0.161193493805589,0.17426399677638,0.166936473597739,0.154958890264651,0.160343337280634,0.170196638231238,0.156277827474266,0.154689260753882,0.205107364480115,0.318487555738387
43,2,median,0.121981984893215,0.135052487864007,0.148122990834798,0.161193493805589,0.17426399677638,0.166936473597739,0.154958890264651,0.160343337280634,0.170196638231238,0.156277827474266,0.154689260753882,0.205107364480115,0.318487555738387
72,1,median,0.172258689266908,0.1907163960486,0.209174102830292,0.227631809611983,0.246089516393675,0.235741844649929,0.218827520724563,0.226431248325916,0.240345735028107,0.220690077684532,0.218446759367438,0.28964544063834,0.449756978027068
72,2,median,0.172258689266908,0.1907163960486,0.209174102830292,0.227631809611983,0.246089516393675,0.235741844649929,0.218827520724563,0.226431248325916,0.240345735028107,0.220690077684532,0.218446759367438,0.28964544063834,0.449756978027068
108,1,median,0.221743847200155,0.245503942726732,0.269264038253309,0.293024133779886,0.316784229306463,0.303463957616323,0.281690616161317,0.291478684435618,0.30939041838814,0.284088234230342,0.281200472595536,0.37285256612868,0.578959720622907
108,2,median,0.221743847200155,0.245503942726732,0.269264038253309,0.293024133779886,0.316784229306463,0.303463957616323,0.281690616161317,0.291478684435618,0.30939041838814,0.284088234230342,0.281200472595536,0.37285256612868,0.578959720622907
224,1,median,0.336031609788451,0.388744959827639,0.433958156279294,0.478589020743555,0.523172244146199,0.506048850213783,0.473831426091699,0.494188947943659,0.528403694161667,0.488507448875256,0.486647179161258,0.554098764643477,0.621550350125697
224,2,median,0.336031609788451,0.388744959827639,0.433958156279294,0.478589020743555,0.523172244146199,0.506048850213783,0.473831426091699,0.494188947943659,0.528403694161667,0.488507448875256,0.486647179161258,0.554098764643477,0.621550350125697
475,1,median,0.489513392549532,0.525213535163769,0.56843383352419,0.61223801689311,0.656089968377587,0.623614265178882,0.574768185033934,0.590836583673953,0.623287771747233,0.56898896527551,0.560091484483003,0.603527564935665,0.646963645388328
475,2,median,0.489513392549532,0.525213535163769,0.56843383352419,0.61223801689311,0.656089968377587,0.623614265178882,0.574768185033934,0.590836583673953,0.623287771747233,0.56898896527551,0.560091484483003,0.603527564935665,0.646963645388328
975,1,median,0.67209504632395,0.695832681646982,0.74124319627316,0.788336451223236,0.835567372551241,0.786345538045026,0.718103439494627,0.731806288688064,0.765662479031126,0.693460989227286,0.677438354465883,0.711310272189177,0.745182189912472
975,2,median,0.67209504632395,0.695832681646982,0.74124319627316,0.788336451223236,0.835567372551241,0.786345538045026,0.718103439494627,0.731806288688064,0.765662479031126,0.693460989227286,0.677438354465883,0.711310272189177,0.745182189912472
2475,1,median,0.949423792842038,0.957444935503392,1.00753443629035,1.06089023693475,1.11451325627251,1.04030495461806,0.94271592319212,0.95363704990406,0.990665862514329,0.89104333773167,0.864567586785561,0.907795966124838,0.951024345464116
2475,2,median,0.949423792842038,0.957444935503392,1.00753443629035,1.06089023693475,1.11451325627251,1.04030495461806,0.94271592319212,0.95363704990406,0.990665862514329,0.89104333773167,0.864567586785561,0.907795966124838,0.951024345464116
4975,1,median,1.17455043497451,1.16584727486514,1.21754934936844,1.27394144787065,1.330717241116,1.23549877842576,1.11390215215603,1.12125365987461,1.15917925388886,1.0376659244144,1.0021074223842,1.05221279350341,1.10231816462262
4975,2,median,1.17455043497451,1.16584727486514,1.21754934936844,1.27394144787065,1.330717241116,1.23549877842576,1.11390215215603,1.12125365987461,1.15917925388886,1.0376659244144,1.0021074223842,1.05221279350341,1.10231816462262
