sa,rp,direction,gm,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9,floor_10,floor_11,floor_12,floor_13
0.06,43,1,1,0.233591429237747,0.26449225388601,0.250864694300518,0.224295388601036,0.183018238341969,0.233814176165803,0.243699383419689,0.235551388601036,0.186119787564767,0.186905994818665,0.243201487046632,0.182238414507772,0.38540692746114
0.06,43,1,2,0.077103186598428,0.191107461139896,0.164487279792746,0.157259113989627,0.142292880829016,0.176829202072539,0.208450808290155,0.223971637305699,0.221078373056995,0.207457984455959,0.191310056994819,0.195901901554404,0.240161238341969
0.06,43,1,3,0.0353393486510233,0.238205450777202,0.222991694300518,0.21027174611399,0.202473041450777,0.198540398963731,0.196379259067358,0.194322005181347,0.193056720207254,0.197423300518135,0.207845062176166,0.216758533678756,0.220944803108808
0.06,43,1,4,0.0384348182111218,0.156633849740933,0.154760740932643,0.147390974093264,0.140147761658031,0.14660025388601,0.153017870466321,0.155758803108808,0.152008803108808,0.140224046632125,0.146738466321243,0.145586875647669,0.158022321243523
0.06,43,1,5,0.149744840294494,0.328603487046632,0.395827787564768,0.422492341968914,0.388092341968914,0.299959393782384,0.281906544041451,0.341515621761656,0.353058554404141,0.301554652849741,0.254303611398955,0.316612875647668,0.450454564766829
0.06,43,1,6,0.0969718544645616,0.460667409326425,0.482229300518135,0.495224186528493,0.49412774611399,0.477951062176166,0.443671269430052,0.395760647668394,0.358203507772021,0.326088310880829,0.298895155440416,0.321115694300518,0.369989269430052
0.06,43,1,7,0.0599745402724722,0.545629922279793,0.526801549222798,0.519763233160622,0.498988777202072,0.472869450777202,0.467781476683937,0.488886740932641,0.518727849740932,0.548373445595854,0.535537694300518,0.521230461139896,0.555053647668394
0.06,43,1,8,0.117488897370008,0.471980273056991,0.436879461139892,0.400545694818653,0.391799227979275,0.377236196891192,0.359810989637306,0.385337414507772,0.395820834196891,0.377304772020725,0.353393709844557,0.418332051813468,0.472600658031084
0.06,43,1,9,0.199581459093943,0.437470331606218,0.375934937823834,0.335618088082902,0.284780854922281,0.30512321761658,0.39814240414508,0.444666341968912,0.412113,0.463764658031088,0.574162455958549,0.461376388601036,0.378129569948185
0.06,43,1,10,0.0628396808431215,0.344756393782382,0.343748419689119,0.307020388601036,0.254379248704662,0.239743740932643,0.233081046632124,0.276391336787564,0.320719098445595,0.312502259067356,0.318990038860104,0.330791756476684,0.3216753626943
0.06,43,1,11,0.162024819075035,0.495041839378238,0.493834663212423,0.46769113989636,0.390238031088067,0.362759715025907,0.416962889896373,0.46007707253886,0.463952202072539,0.439509222797927,0.378644430051813,0.374849791709845,0.479624575129533
0.06,43,1,12,0.0635798660010937,0.463114440414503,0.449531409326418,0.459489093264245,0.471813186528492,0.439564740932637,0.422830896373053,0.387163797927457,0.376728248704663,0.373093968911919,0.470119124352331,0.535167310880827,0.537713424870465
0.06,43,1,13,0.0813928339782029,0.300480238341966,0.285575886010359,0.265218437823834,0.2378777253886,0.22832478238342,0.219795766839378,0.201742492227977,0.172764948186529,0.190523994818653,0.246151715025907,0.287755082901554,0.333219585492228
0.06,43,1,14,0.0502124069626313,0.202060979274611,0.179701704663212,0.172562637305699,0.165952269430052,0.154868150259067,0.158427979274611,0.169598186528497,0.172415341968913,0.191376440414508,0.208960751295336,0.208653756476683,0.227600124352332
