sa,rp,direction,gm,floor_1,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_9,floor_10,floor_11,floor_12,floor_13,floor_14,floor_15,floor_16,floor_17,floor_18,floor_19,floor_20,floor_21
0.032,43,1,1,0.205703530410228,0.274748849740933,0.245655792746114,0.224982357512931,0.209410932642487,0.212405803108808,0.229976020725389,0.252280461139896,0.253462595854922,0.240004217616573,0.222610523316062,0.187130238341969,0.183997668393782,0.188559450777202,0.197678046632124,0.169564445595844,0.133781010362694,0.183155284974093,0.197232134715026,0.263528699481865,0.35959396373057
0.032,43,1,2,0.067494015694335,0.201610129533679,0.198512875647668,0.187058093264249,0.173625051813472,0.167090129533679,0.174724937823834,0.190684186528497,0.20451685492228,0.210981958549223,0.206242772020725,0.189565336787565,0.169484585492228,0.160648839378238,0.16367496373057,0.177562943005181,0.176083849740933,0.152660196891192,0.155736663212435,0.173723839378238,0.184606119170984
0.032,43,1,3,0.0554497940238513,0.252975295336788,0.254127419689119,0.252353274611399,0.248670106217617,0.243283792746114,0.234912497409326,0.224093274611399,0.210924595854922,0.194569932642487,0.178689880829016,0.168168119170984,0.163861124352332,0.163083404145078,0.163161642487047,0.164253093264249,0.168993248704663,0.17813521761658,0.187941435233161,0.193787031088083,0.195373559585492
0.032,43,1,4,0.0632870940329787,0.162280176165802,0.162993953367876,0.170218823834197,0.166835549222794,0.169076740932639,0.16497337305699,0.154051113989637,0.155331424870466,0.146489455958549,0.145915248704663,0.176623901554404,0.190695922279793,0.184119756476684,0.159501119170984,0.124567601036269,0.116629528497409,0.111985487046632,0.133775585492226,0.168178953367873,0.187018331606216
0.032,43,1,5,0.195920335608706,0.316006274611395,0.32783203626943,0.322640808290149,0.30270496891191,0.268600611398964,0.261449139896373,0.268906668393782,0.270354585492228,0.286889264248705,0.286436082901554,0.266451321243511,0.281053160621762,0.282812870466324,0.262563388601036,0.350973642487047,0.363729373056996,0.270235186528497,0.287935155440415,0.322521113989637,0.374109575129534
0.032,43,1,6,0.147523628928105,0.438532865284974,0.418847176165802,0.403039404145078,0.388958575129534,0.376576450777202,0.367156243523316,0.359225999999995,0.34687500518134,0.325308165803102,0.298915829015544,0.268624378238341,0.246507165803109,0.264719393782381,0.314738772020722,0.338421207253882,0.350567559585492,0.331929072538865,0.349375461139894,0.434890025906735,0.528300544041451
0.032,43,1,7,0.149094431066548,0.579707284974091,0.56887184974093,0.541920937823831,0.504451766839375,0.463514041450775,0.445597854922278,0.415879279792745,0.368959316062176,0.375567455958549,0.40014543523316,0.421840284974094,0.46291497927461,0.505585694300518,0.546128518134715,0.532838621761658,0.473061419689119,0.403632554404145,0.393400388601037,0.377600730569946,0.41235634196891
0.032,43,1,8,0.243659608474143,0.483269046632116,0.444802264248688,0.371200606217601,0.318872647668394,0.335987673575129,0.335537932642487,0.339897518134715,0.346944668393782,0.347528103626943,0.333134829015546,0.329591782383424,0.368954476683943,0.372397217616574,0.412229601036262,0.404952259067351,0.346859772020718,0.307214435233161,0.405485860103627,0.507290834196891,0.580842595854922
0.032,43,1,9,0.322132486352944,0.446009373056995,0.388467658031088,0.389731523316062,0.427138373056995,0.445576564766839,0.412165575129534,0.383901321243528,0.444567378238342,0.481137632124343,0.436426233160609,0.401168056994819,0.442231264248701,0.498274331606213,0.468761378238337,0.361316481865285,0.357338658031086,0.378073419689119,0.323345958549223,0.380422953367876,0.539764373056995
0.032,43,1,10,0.0493222900915634,0.315770901554404,0.302976290155439,0.284573621761657,0.266362481865284,0.254286056994818,0.254742792746114,0.266144865284974,0.281090606217617,0.291183352331606,0.293015476683938,0.286600450777202,0.273464699481865,0.260067404145077,0.252550564766839,0.261410409326424,0.285382689119171,0.310972041450777,0.326488518134715,0.32991561658031,0.327508699481864
0.032,43,1,11,0.0729468993910032,0.455667487046632,0.47798018134715,0.468992098445596,0.440016813471503,0.406100051813471,0.382913601036269,0.379013860103627,0.382132512953368,0.376612305699482,0.390950756476684,0.374687,0.367962046632124,0.381043134715026,0.391114896373057,0.386405310880829,0.36751774611399,0.355853295336787,0.349273445595855,0.355340544041451,0.361250906735751
0.032,43,1,12,0.0449280207966469,0.438251642487044,0.433181772020721,0.41046122797927,0.393886202072536,0.394871694300516,0.404805735751292,0.412176409326422,0.41705599481865,0.421706823834195,0.424982217616578,0.422397341968908,0.413622108808286,0.405790787564763,0.40605032124352,0.411341409326422,0.41312892227979,0.416586331606215,0.43270630569948,0.459429725388598,0.484437238341966
0.032,43,1,13,0.0710925543173355,0.291915575129532,0.275586533678753,0.262174556994819,0.245176041450777,0.223906212435233,0.214773829015544,0.210617010362694,0.211520212435232,0.200404409326423,0.196149917098446,0.190032202072538,0.178896974093264,0.161996544041451,0.185935922279793,0.218191362694301,0.24563825388601,0.266191621761658,0.278161025906736,0.28207685492228,0.282165585492228
0.032,43,1,14,0.0309957811744425,0.212274497409326,0.205241652849741,0.199394373056995,0.196921621761658,0.191087880829016,0.18050907253886,0.177386958549223,0.175979445595855,0.173757424870466,0.169709238341969,0.16439367357513,0.159641103626943,0.157943435233161,0.159852243523316,0.163675041450777,0.165983849740933,0.165910274611399,0.165792896373057,0.166562067357513,0.168966378238343
0.032,43,1,15,0.0872356335695553,0.546694103626943,0.541640430051813,0.531721150259067,0.520689984455958,0.507583844559586,0.49031881865285,0.477904051813472,0.474613119170984,0.473684621761658,0.470040321243523,0.464207937823834,0.456877626943005,0.449837730569948,0.446586953367876,0.449161046632124,0.457889284974093,0.471444984455959,0.484846538860104,0.493581772020725,0.497705606217617
