inner_bay,id,trib_wt_1,trib_wt_2,trib_seismic_wt_1,trib_seismic_wt_2,ele_id,direction,story,type,node_1,node_2,node_3,node_4,dead_load_1,live_load_1,dead_load_2,live_load_2,seismic_wt_1,seismic_wt_2,elastic,e,iz,Mn_pos_1,Mn_neg_1,Mp_pos_1,Mp_neg_1,a_hinge_1,b_hinge_1,c_hinge_1,critical_mode_1,Mn_pos_2,Mn_neg_2,Mp_pos_2,Mp_neg_2,a_hinge_2,b_hinge_2,c_hinge_2,critical_mode_2,dead_load,live_load,length,rigid
0,1,0,0,0,0.0208333333333333,1101,x,1,column,6069,6070,0,0,0,0,0,0,0,14250,0,4768962.15124423,47250,17042146.1118791,17042146.1118791,20314980.1252089,20314980.1252089,0.0888778310246982,0.188877831024698,0.2,flexure,17042146.1118791,17042146.1118791,20314980.1252089,20314980.1252089,0.0888778310246982,0.188877831024698,0.2,flexure,0,0,150,0
0,2,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2101,x,1,beam,6071,6072,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,34464.496124031,7947589.68766069,10014007.6534328,9616448.96092705,12116779.7128584,0.0540439404374617,0.154043940437462,0.2,flexure,7947589.68766069,10014007.6534328,9616448.96092705,12116779.7128584,0.0540439404374617,0.154043940437462,0.2,flexure,30625,11375,210,0
1,3,0,0,0,0.0416666666666667,1201,x,1,column,6073,6074,0,0,0,0,0,0,0,28500,0,4768962.15124423,47250,16388127.1706031,16388127.1706031,19515149.7215392,19515149.7215392,0.0860884997977592,0.186088499797759,0.2,flexure,16388127.1706031,16388127.1706031,19515149.7215392,19515149.7215392,0.0860884997977592,0.186088499797759,0.2,flexure,0,0,150,0
1,4,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2101,x,1,beam,6075,6076,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,34464.496124031,7947589.68766069,10014007.6534328,9616448.96092705,12116779.7128584,0.0540439404374617,0.154043940437462,0.2,flexure,7947589.68766069,10014007.6534328,9616448.96092705,12116779.7128584,0.0540439404374617,0.154043940437462,0.2,flexure,30625,11375,210,0
1,5,0,0,0,0.0416666666666667,1201,x,1,column,6077,6078,0,0,0,0,0,0,0,28500,0,4768962.15124423,47250,16388127.1706031,16388127.1706031,19515149.7215392,19515149.7215392,0.0860884997977592,0.186088499797759,0.2,flexure,16388127.1706031,16388127.1706031,19515149.7215392,19515149.7215392,0.0860884997977592,0.186088499797759,0.2,flexure,0,0,150,0
0,6,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2101,x,1,beam,6079,6080,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,34464.496124031,7947589.68766069,10014007.6534328,9616448.96092705,12116779.7128584,0.0540439404374617,0.154043940437462,0.2,flexure,7947589.68766069,10014007.6534328,9616448.96092705,12116779.7128584,0.0540439404374617,0.154043940437462,0.2,flexure,30625,11375,210,0
0,7,0,0,0,0.0208333333333333,1101,x,1,column,6081,6082,0,0,0,0,0,0,0,14250,0,4768962.15124423,47250,17042146.1118791,17042146.1118791,20314980.1252089,20314980.1252089,0.0888778310246982,0.188877831024698,0.2,flexure,17042146.1118791,17042146.1118791,20314980.1252089,20314980.1252089,0.0888778310246982,0.188877831024698,0.2,flexure,0,0,150,0
0,8,0,0,0,0.0208333333333333,1102,x,2,column,6083,6084,0,0,0,0,0,0,0,14250,0,4768962.15124423,47250,9826924.29765881,9826924.29765881,11720094.8503954,11720094.8503954,0.0828669824258652,0.182866982425865,0.2,flexure,9826924.29765881,9826924.29765881,11720094.8503954,11720094.8503954,0.0828669824258652,0.182866982425865,0.2,flexure,0,0,126,0
0,9,0.145833333333333,0.145833333333333,0.145833333333333,0.145833333333333,2102,x,2,beam,6085,6086,0,0,15312.5,5687.5,15312.5,5687.5,99750,99750,0,4030508.65276332,34464.496124031,9008168.3235402,11072467.8035949,10899731.1536175,13397498.5736989,0.0608242127689967,0.160824212768997,0.2,flexure,9008168.3235402,11072467.8035949,10899731.1536175,13397498.5736989,0.0608242127689967,0.160824212768997,0.2,flexure,30625,11375,210,0
1,10,0,0,0,0.0416666666666667,1202,x,2,column,6087,6088,0,0,0,0,0,0,0,28500,0,4768962.15124423,47250,15862080.3741051,15862080.3741051,18903547.8788402,18903547.8788402,0.0871568525874636,0.187156852587464,0.2,flexure,15862080.3741051,15862080.3741051,18903547.8788402,18903547.8788402,0.0871568525874636,0.187156852587464,0.2,flexure,0,0,126,0
